FULL1_NAME,County
"Mecklenburg County, Virginia",773
"Mecosta County, Michigan",1586
"Medina County, Ohio",238
"Medina County, Texas",1559
"Meeker County, Minnesota",872
"Meigs County, Ohio",2211
"Meigs County, Tennessee",1956
"Menard County, Illinois",2641
"Menard County, Texas",3038
"Mendocino County, California",414
"Menifee County, Kentucky",2429
"Menominee County, Michigan",2207
"Menominee County, Wisconsin",2444
"Merced County, California",171
"Mercer County, Illinois",2507
"Mercer County, Kentucky",1850
"Mercer County, Missouri",2976
"Mercer County, North Dakota",2396
"Mercer County, New Jersey",130
"Mercer County, Ohio",688
"Mercer County, Pennsylvania",333
"Mercer County, West Virginia",1475
"Meriwether County, Georgia",1836
"Merrick County, Nebraska",1100
"Merrimack County, New Hampshire",1296
"Mesa County, Colorado",284
"Metcalfe County, Kentucky",2356
"Miami County, Indiana",2018
"Miami County, Kansas",1703
"Miami County, Ohio",361
"Miami-Dade County, Florida",1158
"Middlesex County, Connecticut",248
"Middlesex County, Massachusetts",17
"Middlesex County, New Jersey",46
"Middlesex County, Virginia",1058
"Midland County, Michigan",1393
"Midland County, Texas",1312
"Mifflin County, Pennsylvania",623
"Milam County, Texas",2203
"Millard County, Utah",2326
"Mille Lacs County, Minnesota",833
"Miller County, Arkansas",655
"Miller County, Georgia",2617
"Miller County, Missouri",1804
"Mills County, Iowa",996
"Mills County, Texas",2942
"Milwaukee County, Wisconsin",33
"Mineral County, Colorado",2454
"Mineral County, Montana",2445
"Mineral County, Nevada",2440
"Mineral County, West Virginia",2038
"Mingo County, West Virginia",2196
"Minidoka County, Idaho",2242
"Minnehaha County, South Dakota",1278
"Missaukee County, Michigan",1933
"Mississippi County, Arkansas",2011
"Mississippi County, Missouri",2521
"Missoula County, Montana",1349
"Mitchell County, Georgia",2213
"Mitchell County, Iowa",2588
"Mitchell County, Kansas",2913
"Mitchell County, North Carolina",1924
"Mitchell County, Texas",2368
"Mobile County, Alabama",118
"Modoc County, California",1077
"Moffat County, Colorado",1022
"Mohave County, Arizona",213
"Moniteau County, Missouri",2845
"Monmouth County, New Jersey",68
"Mono County, California",1008
"Monona County, Iowa",2749
"Monongalia County, West Virginia",386
"Monroe County, Alabama",2717
"Monroe County, Arkansas",2607
"Monroe County, Florida",1431
"Monroe County, Georgia",1773
"Monroe County, Iowa",2608
"Monroe County, Illinois",1698
"Monroe County, Indiana",1310
"Monroe County, Kentucky",2740
"Monroe County, Michigan",1290
"Monroe County, Missouri",2382
"Monroe County, Mississippi",2477
"Monroe County, New York",55
"Monroe County, Ohio",2293
"Monroe County, Pennsylvania",240
"Monroe County, Tennessee",1573
"Monroe County, Wisconsin",643
"Monroe County, West Virginia",2311
"Montague County, Texas",2072
"Montcalm County, Michigan",1472
"Monterey County, California",116
"Montezuma County, Colorado",840
"Montgomery County, Alabama",188
"Montgomery County, Arkansas",1080
"Montgomery County, Georgia",2751
"Montgomery County, Iowa",1064
"Montgomery County, Illinois",1729
"Montgomery County, Indiana",1630
"Montgomery County, Kansas",1666
"Montgomery County, Kentucky",1772
"Montgomery County, Maryland",30
"Montgomery County, Missouri",2117
"Montgomery County, Mississippi",2865
"Montgomery County, North Carolina",815
"Montgomery County, New York",592
"Montgomery County, Ohio",85
"Montgomery County, Pennsylvania",50
"Montgomery County, Tennessee",1275
"Montgomery County, Texas",1195
"Montgomery County, Virginia",1375
"Montmorency County, Michigan",1968
"Montour County, Pennsylvania",944
"Montrose County, Colorado",682
"Moody County, South Dakota",2909
"Moore County, North Carolina",413
"Moore County, Tennessee",3089
"Moore County, Texas",2840
"Mora County, New Mexico",2946
"Morehouse County, Louisiana",2039
"Morgan County, Alabama",325
"Morgan County, Colorado",813
"Morgan County, Georgia",1892
"Morgan County, Illinois",1664
"Morgan County, Indiana",1446
"Morgan County, Kentucky",2577
"Morgan County, Missouri",1857
"Morgan County, Ohio",997
"Morgan County, Tennessee",1837
"Morgan County, Utah",2539
"Morgan County, West Virginia",1895
"Morrill County, Nebraska",2625
"Morris County, Kansas",2436
"Morris County, New Jersey",97
"Morris County, Texas",2317
"Morrison County, Minnesota",1693
"Morrow County, Ohio",1675
"Morrow County, Oregon",1052
"Morton County, Kansas",2999
"Morton County, North Dakota",2483
"Moultrie County, Illinois",2100
"Mountrail County, North Dakota",2412
"Mower County, Minnesota",700
"Muhlenberg County, Kentucky",2480
"Multnomah County, Oregon",58
"Murray County, Georgia",1616
"Murray County, Minnesota",2385
"Murray County, Oklahoma",1026
"Muscatine County, Iowa",662
"Muscogee County, Georgia",1262
"Muskegon County, Michigan",1276
"Muskingum County, Ohio",419
"Muskogee County, Oklahoma",470
"Musselshell County, Montana",2956
"Nacogdoches County, Texas",1463
"Naguabo County, Puerto Rico",2561
"Nance County, Nebraska",1145
"Nantucket County, Massachusetts",1073
"Napa County, California",297
"Nash County, North Carolina",388
"Nassau County, Florida",1429
"Nassau County, New York",21
"Natchitoches County, Louisiana",2475
"Natrona County, Wyoming",1421
"Navajo County, Arizona",351
"Navarro County, Texas",1544
"Nelson County, Kentucky",657
"Nelson County, North Dakota",3002
"Nelson County, Virginia",999
"Nemaha County, Kansas",2872
"Nemaha County, Nebraska",2141
"Neosho County, Kansas",2090
"Neshoba County, Mississippi",2186
"Ness County, Kansas",3003
"Nevada County, Arkansas",1088
"Nevada County, California",378
"New Castle County, Delaware",82
"New Hanover County, North Carolina",207
"New Haven County, Connecticut",43
"New Kent County, Virginia",941
"New London County, Connecticut",164
"New York County, New York",14
"Newaygo County, Michigan",1538
"Newberry County, South Carolina",718
"Newport News City County, Virginia",230
"Newport County, Rhode Island",427
"Newton County, Arkansas",2398
"Newton County, Georgia",1363
"Newton County, Indiana",1007
"Newton County, Missouri",1487
"Newton County, Mississippi",2665
"Newton County, Texas",2297
"Nez Perce County, Idaho",1621
"Niagara County, New York",195
"Nicholas County, Kentucky",2419
"Nicholas County, West Virginia",2046
"Nicollet County, Minnesota",772
"Niobrara County, Wyoming",3027
"Noble County, Indiana",1547
"Noble County, Ohio",2518
"Noble County, Oklahoma",1048
"Nobles County, Minnesota",2233
"Nodaway County, Missouri",2162
"Nolan County, Texas",2286
"Nome County, Alaska",2879
"Norfolk City County, Virginia",180
"Norfolk County, Massachusetts",64
"Norman County, Minnesota",2654
"Northampton County, North Carolina",1833
"Northampton County, Pennsylvania",152
"Northampton County, Virginia",1039
"Northumberland County, Pennsylvania",391
"Northumberland County, Virginia",1951
"Norton City County, Virginia",2447
"Norton County, Kansas",2928
"Nottoway County, Virginia",2512
"Nowata County, Oklahoma",1068
"Noxubee County, Mississippi",2862
"Nuckolls County, Nebraska",1138
"Nueces County, Texas",1208
"Nye County, Nevada",649
"O Brien County, Iowa",2640
"Oakland County, Michigan",1164
"Obion County, Tennessee",1716
"Ocean County, New Jersey",77
"Oceana County, Michigan",1771
"Ochiltree County, Texas",2871
"Oconee County, Georgia",1702
"Oconee County, South Carolina",459
"Oconto County, Wisconsin",1636
"Ogemaw County, Michigan",1840
"Ogle County, Illinois",1510
"Oglethorpe County, Georgia",1932
"Ohio County, Indiana",1126
"Ohio County, Kentucky",2054
"Ohio County, West Virginia",2171
"Okaloosa County, Florida",1267
"Okanogan County, Washington",685
"Okeechobee County, Florida",1614
"Okfuskee County, Oklahoma",1043
"Oklahoma County, Oklahoma",60
"Okmulgee County, Oklahoma",694
"Oktibbeha County, Mississippi",1546
"Oldham County, Kentucky",527
"Oliver County, North Dakota",3054
"Olmsted County, Minnesota",287
"Oneida County, Idaho",2960
"Oneida County, New York",185
"Oneida County, Wisconsin",1655
"Onondaga County, New York",102
"Onslow County, North Carolina",1271
"Ontario County, New York",346
"Ontonagon County, Michigan",2773
"Orange County, California",4
"Orange County, Florida",1165
"Orange County, Indiana",1995
"Orange County, North Carolina",1315
"Orange County, New York",128
"Orange County, Texas",1400
"Orange County, Virginia",758
"Orange County, Vermont",799
"Orangeburg County, South Carolina",399
"Oregon County, Missouri",2127
"Orleans County, Louisiana",1207
"Orleans County, New York",661
"Orleans County, Vermont",822
"Osage County, Kansas",2092
"Osage County, Missouri",2303
"Osage County, Oklahoma",613
"Osborne County, Kansas",2972
"Osceola County, Florida",1231
"Osceola County, Iowa",2655
"Osceola County, Michigan",1820
"Oscoda County, Michigan",1972
"Oswego County, New York",324
"Otero County, Colorado",936
"Otero County, New Mexico",1468
"Otoe County, Nebraska",985
"Otsego County, Michigan",1812
"Otsego County, New York",513
"Ottawa County, Kansas",2433
"Ottawa County, Michigan",1235
"Ottawa County, Ohio",681
"Ottawa County, Oklahoma",782
"Otter Tail County, Minnesota",1491
"Ouachita County, Arkansas",832
"Ouachita County, Louisiana",1289
"Ouray County, Colorado",1139
"Outagamie County, Wisconsin",234
"Overton County, Tennessee",1835
"Owen County, Indiana",1845
"Owen County, Kentucky",1063
"Owyhee County, Idaho",2338
"Oxford County, Maine",542
"Ozark County, Missouri",2132
"Ozaukee County, Wisconsin",417
"Pacific County, Washington",908
"Page County, Iowa",979
"Page County, Virginia",1815
"Palm Beach County, Florida",1162
"Palo Alto County, Iowa",2594
"Palo Pinto County, Texas",1755
"Pamlico County, North Carolina",1948
"Panola County, Mississippi",1676
"Panola County, Texas",2208
"Park County, Colorado",975
"Park County, Montana",1923
"Park County, Wyoming",1753
"Parke County, Indiana",2084
"Parker County, Texas",330
"Parmer County, Texas",2869
"Pasco County, Florida",1194
"Pasquotank County, North Carolina",689
"Passaic County, New Jersey",93
"Patrick County, Virginia",940
"Paulding County, Georgia",1300
"Paulding County, Ohio",930
"Pawnee County, Kansas",2423
"Pawnee County, Nebraska",2807
"Pawnee County, Oklahoma",2273
"Payette County, Idaho",1827
"Payne County, Oklahoma",446
"Peach County, Georgia",1760
"Pearl River County, Mississippi",1496
"Pecos County, Texas",2284
"Pembina County, North Dakota",2896
"Pemiscot County, Missouri",2258
"Pend Oreille County, Washington",1033
"Pender County, North Carolina",576
"Pendleton County, Kentucky",2575
"Pendleton County, West Virginia",2411
"Pennington County, Minnesota",1018
"Pennington County, South Dakota",1361
"Penobscot County, Maine",273
"Peoria County, Illinois",1265
"Pepin County, Wisconsin",2415
"Perkins County, Nebraska",2805
"Perkins County, South Dakota",3011
"Perquimans County, North Carolina",1944
"Perry County, Alabama",2743
"Perry County, Arkansas",1070
"Perry County, Illinois",2489
"Perry County, Indiana",2073
"Perry County, Kentucky",2036
"Perry County, Missouri",1876
"Perry County, Mississippi",2674
"Perry County, Ohio",737
"Perry County, Pennsylvania",629
"Perry County, Tennessee",2403
"Pershing County, Nevada",2472
"Person County, North Carolina",1618
"Petersburg City County, Virginia",776
"Petersburg County, Alaska",2798
"Petroleum County, Montana",3084
"Pettis County, Missouri",1592
"Phelps County, Missouri",1566
"Phelps County, Nebraska",2597
"Philadelphia County, Pennsylvania",15
"Phillips County, Arkansas",894
"Phillips County, Colorado",2660
"Phillips County, Kansas",2437
"Phillips County, Montana",2962
"Piatt County, Illinois",1907
"Pickaway County, Ohio",551
"Pickens County, Alabama",2244
"Pickens County, Georgia",1735
"Pickens County, South Carolina",326
"Pickett County, Tennessee",3098
"Pierce County, Georgia",2253
"Pierce County, North Dakota",2959
"Pierce County, Nebraska",1108
"Pierce County, Washington",52
"Pierce County, Wisconsin",686
"Pike County, Alabama",770
"Pike County, Arkansas",2339
"Pike County, Georgia",1891
"Pike County, Illinois",2571
"Pike County, Indiana",2319
"Pike County, Kentucky",2008
"Pike County, Missouri",1882
"Pike County, Mississippi",1609
"Pike County, Ohio",804
"Pike County, Pennsylvania",1489
"Pima County, Arizona",29
"Pinal County, Arizona",126
"Pine County, Minnesota",795
"Pinellas County, Florida",1170
"Pipestone County, Minnesota",2747
"Piscataquis County, Maine",954
"Pitkin County, Colorado",963
"Pitt County, North Carolina",242
"Pittsburg County, Oklahoma",633
"Pittsylvania County, Virginia",503
"Placer County, California",137
"Plaquemines County, Louisiana",2216
"Platte County, Missouri",1383
"Platte County, Nebraska",778
"Platte County, Wyoming",2386
"Pleasants County, West Virginia",2609
"Plumas County, California",926
"Plymouth County, Iowa",846
"Plymouth County, Massachusetts",96
"Pocahontas County, Iowa",1107
"Pocahontas County, West Virginia",1971
"Poinsett County, Arkansas",853
"Pointe Coupee County, Louisiana",2220
"Polk County, Arkansas",915
"Polk County, Florida",1185
"Polk County, Georgia",1602
"Polk County, Iowa",112
"Polk County, Minnesota",2161
"Polk County, Missouri",1722
"Polk County, North Carolina",1858
"Polk County, Nebraska",2622
"Polk County, Oregon",454
"Polk County, Tennessee",967
"Polk County, Texas",1564
"Polk County, Wisconsin",646
"Ponce County, Puerto Rico",2148
"Pondera County, Montana",2915
"Pontotoc County, Mississippi",2185
"Pontotoc County, Oklahoma",719
"Pope County, Arkansas",517
"Pope County, Illinois",2791
"Pope County, Minnesota",2586
"Poquoson City County, Virginia",1953
"Portage County, Ohio",255
"Portage County, Wisconsin",472
"Porter County, Indiana",250
"Portsmouth City County, Virginia",389
"Posey County, Indiana",1784
"Pottawatomie County, Kansas",1844
"Pottawatomie County, Oklahoma",475
"Pottawattamie County, Iowa",395
"Potter County, Pennsylvania",955
"Potter County, South Dakota",3037
"Potter County, Texas",1330
"Powder River County, Montana",3057
"Powell County, Kentucky",2115
"Powell County, Montana",2422
"Power County, Idaho",2892
"Poweshiek County, Iowa",935
"Powhatan County, Virginia",1756
"Prairie County, Arkansas",1092
"Prairie County, Montana",3071
"Pratt County, Kansas",2003
"Preble County, Ohio",668
"Prentiss County, Mississippi",2202
"Presidio County, Texas",2409
"Presque Isle County, Michigan",1945
"Preston County, West Virginia",1686
"Price County, Wisconsin",1011
"Prince Edward County, Virginia",869
"Prince George County, Virginia",1657
"Prince Georges County, Maryland",42
"Prince William County, Virginia",120
"Providence County, Rhode Island",70
"Prowers County, Colorado",2642
"Pueblo County, Colorado",263
"Pulaski County, Arkansas",124
"Pulaski County, Georgia",2120
"Pulaski County, Illinois",2777
"Pulaski County, Indiana",2111
"Pulaski County, Kentucky",1473
"Pulaski County, Missouri",1519
"Pulaski County, Virginia",747
"Pushmataha County, Oklahoma",1047
"Putnam County, Florida",1426
"Putnam County, Georgia",1852
"Putnam County, Illinois",2552
"Putnam County, Indiana",1633
"Putnam County, Missouri",2941
"Putnam County, New York",373
"Putnam County, Ohio",749
"Putnam County, Tennessee",1432
"Putnam County, West Virginia",1500
"Quay County, New Mexico",2540
"Quebradillas County, Puerto Rico",2563
"Queen Annes County, Maryland",610
"Queens County, New York",7
"Quitman County, Georgia",2633
"Quitman County, Mississippi",2884
"Rabun County, Georgia",1916
"Racine County, Wisconsin",218
"Radford City County, Virginia",2508
"Rains County, Texas",1961
"Raleigh County, West Virginia",1408
"Ralls County, Missouri",2535
"Ramsey County, Minnesota",92
"Ramsey County, North Dakota",2531
"Randall County, Texas",1332
"Randolph County, Alabama",877
"Randolph County, Arkansas",947
"Randolph County, Georgia",2764
"Randolph County, Illinois",1688
"Randolph County, Indiana",2047
"Randolph County, Missouri",1796
"Randolph County, North Carolina",1301
"Randolph County, West Virginia",1736
"Rankin County, Mississippi",1302
"Ransom County, North Dakota",2931
"Rapides County, Louisiana",1318
"Rappahannock County, Virginia",1106
"Ravalli County, Montana",1611
"Rawlins County, Kansas",3026
"Ray County, Missouri",1821
"Reagan County, Texas",2989
"Real County, Texas",2994
"Red Lake County, Minnesota",2793
"Red River County, Louisiana",2709
"Red River County, Texas",2672
"Red Willow County, Nebraska",1057
"Redwood County, Minnesota",2279
"Reeves County, Texas",2854
"Refugio County, Texas",2416
"Reno County, Kansas",1464
"Rensselaer County, New York",262
"Renville County, Minnesota",2282
"Renville County, North Dakota",3029
"Republic County, Kansas",2940
"Reynolds County, Missouri",2906
"Rhea County, Tennessee",1715
"Rice County, Kansas",2357
"Rice County, Minnesota",501
"Rich County, Utah",2452
"Richardson County, Nebraska",2606
"Richland County, Illinois",2725
"Richland County, Louisiana",2496
"Richland County, Montana",2877
"Richland County, North Dakota",2510
"Richland County, Ohio",317
"Richland County, South Carolina",123
"Richland County, Wisconsin",946
"Richmond City County, Virginia",204
"Richmond County, Georgia",1254
"Richmond County, North Carolina",1553
"Richmond County, New York",101
"Richmond County, Virginia",1084
"Riley County, Kansas",1435
"Rincon County, Puerto Rico",2456
"Ringgold County, Iowa",2788
"Rio Arriba County, New Mexico",1982
"Rio Blanco County, Colorado",1118
"Rio Grande County, Colorado",1954
"Rio Grande County, Puerto Rico",2467
"Ripley County, Indiana",1738
"Ripley County, Missouri",2106
"Ritchie County, West Virginia",2647
"Riverside County, California",8
"Roane County, Tennessee",1506
"Roane County, West Virginia",2099
"Roanoke City County, Virginia",384
"Roanoke County, Virginia",400
"Robertson County, Kentucky",2811
"Robertson County, Tennessee",490
"Robertson County, Texas",2272
"Robeson County, North Carolina",301
"Rock Island County, Illinois",1295
"Rock County, Minnesota",2537
"Rock County, Nebraska",2823
"Rock County, Wisconsin",258
"Rockbridge County, Virginia",889
"Rockcastle County, Kentucky",2268
"Rockdale County, Georgia",1391
"Rockingham County, North Carolina",1376
"Rockingham County, New Hampshire",1220
"Rockingham County, Virginia",450
"Rockland County, New York",147
"Rockwall County, Texas",438
"Roger Mills County, Oklahoma",1147
"Rogers County, Oklahoma",416
"Rolette County, North Dakota",2851
"Rooks County, Kansas",2938
"Roosevelt County, Montana",2868
"Roosevelt County, New Mexico",2470
"Roscommon County, Michigan",1810
"Roseau County, Minnesota",2095
"Rosebud County, Montana",2371
"Ross County, Ohio",442
"Routt County, Colorado",868
"Rowan County, Kentucky",871
"Rowan County, North Carolina",291
"Runnels County, Texas",2677
"Rush County, Indiana",1897
"Rush County, Kansas",2996
"Rusk County, Texas",1511
"Rusk County, Wisconsin",1003
"Russell County, Alabama",569
"Russell County, Kansas",2424
"Russell County, Kentucky",2081
"Russell County, Virginia",2034
"Rutherford County, North Carolina",481
"Rutherford County, Tennessee",168
"Rutland County, Vermont",519
"Sabine County, Louisiana",2487
"Sabine County, Texas",2345
"Sac County, Iowa",1071
"Sacramento County, California",19
"Sagadahoc County, Maine",742
"Saginaw County, Michigan",1255
"Saguache County, Colorado",2432
"Saint Bernard County, Louisiana",1656
"Saint Charles County, Louisiana",1515
"Saint Charles County, Missouri",132
"Saint Clair County, Alabama",424
"Saint Clair County, Illinois",1229
"Saint Clair County, Michigan",1280
"Saint Clair County, Missouri",2359
#N/A,2460
"Saint Croix County, Wisconsin",422
"Saint Francis County, Arkansas",811
"Saint Francois County, Missouri",1461
"Saint Helena County, Louisiana",2706
"Saint James County, Louisiana",3087
"Saint John the Baptist County, Louisiana",1560
"Saint Johns County, Florida",1261
"Saint Joseph County, Indiana",1233
"Saint Joseph County, Michigan",1477
"Saint Landry County, Louisiana",1394
"Saint Lawrence County, New York",344
"Saint Louis City County, Missouri",143
"Saint Louis County, Minnesota",212
"Saint Louis County, Missouri",28
"Saint Lucie County, Florida",1225
"Saint Martin County, Louisiana",1522
"Saint Mary County, Louisiana",2009
"Saint Marys County, Maryland",357
"Saint Tammany County, Louisiana",1244
#N/A,2462
"Sainte Genevieve County, Missouri",1888
"Salem City County, Virginia",848
"Salem County, New Jersey",492
"Saline County, Arkansas",353
"Saline County, Illinois",2486
"Saline County, Kansas",1499
"Saline County, Missouri",1991
"Saline County, Nebraska",1009
"Salt Lake County, Utah",1166
"Saluda County, South Carolina",928
"Sampson County, North Carolina",505
"San Augustine County, Texas",2379
"San Benito County, California",556
"San Bernardino County, California",9
"San Diego County, California",3
"San Francisco County, California",47
"San German County, Puerto Rico",2562
"San Jacinto County, Texas",1774
"San Joaquin County, California",63
"San Juan County, Colorado",2832
"San Juan County, New Mexico",1323
"San Juan County, Puerto Rico",1979
"San Juan County, Utah",2849
"San Juan County, Washington",984
"San Lorenzo County, Puerto Rico",2461
"San Luis Obispo County, California",165
"San Mateo County, California",61
"San Miguel County, Colorado",1976
"San Miguel County, New Mexico",2030
"San Patricio County, Texas",1462
"San Saba County, Texas",2916
"Sanders County, Montana",1999
"Sandoval County, New Mexico",1319
"Sandusky County, Ohio",521
"Sangamon County, Illinois",1257
"Sanilac County, Michigan",1583
"Sanpete County, Utah",2191
"Santa Barbara County, California",114
"Santa Clara County, California",13
"Santa Cruz County, Arizona",614
"Santa Cruz County, California",170
"Santa Fe County, New Mexico",1299
"Santa Rosa County, Florida",1291
"Sarasota County, Florida",1204
"Saratoga County, New York",193
"Sargent County, North Dakota",2974
"Sarpy County, Nebraska",264
"Sauk County, Wisconsin",514
"Saunders County, Nebraska",912
"Sawyer County, Wisconsin",1912
"Schenectady County, New York",270
"Schleicher County, Texas",2984
"Schley County, Georgia",2691
"Schoharie County, New York",771
"Schoolcraft County, Michigan",2393
"Schuyler County, Illinois",2895
"Schuyler County, New York",942
"Schuylkill County, Pennsylvania",282
"Scioto County, Ohio",435
"Scotland County, Missouri",2948
"Scotland County, North Carolina",736
"Scott County, Arkansas",2341
"Scott County, Iowa",249
"Scott County, Illinois",2623
"Scott County, Indiana",2206
"Scott County, Kansas",2943
"Scott County, Kentucky",1549
"Scott County, Minnesota",309
"Scott County, Missouri",2016
"Scott County, Mississippi",2663
"Scott County, Tennessee",2225
"Scott County, Virginia",873
"Scotts Bluff County, Nebraska",724
"Screven County, Georgia",2294
"Scurry County, Texas",2270
"Searcy County, Arkansas",2402
"Sebastian County, Arkansas",314
"Sedgwick County, Colorado",2810
"Sedgwick County, Kansas",1191
"Seminole County, Florida",1199
"Seminole County, Georgia",2384
"Seminole County, Oklahoma",841
"Seneca County, New York",743
"Seneca County, Ohio",545
"Sequatchie County, Tennessee",1938
"Sequoyah County, Oklahoma",666
"Sevier County, Arkansas",2267
"Sevier County, Tennessee",1381
"Sevier County, Utah",1855
"Seward County, Kansas",2059
"Seward County, Nebraska",968
"Shackelford County, Texas",2988
"Shannon County, Missouri",2394
"Sharp County, Arkansas",962
"Shasta County, California",233
"Shawano County, Wisconsin",1596
"Shawnee County, Kansas",1270
"Sheboygan County, Wisconsin",337
"Shelby County, Alabama",219
"Shelby County, Iowa",2582
"Shelby County, Illinois",2718
"Shelby County, Indiana",1574
"Shelby County, Kentucky",1594
"Shelby County, Missouri",2912
"Shelby County, Ohio",598
"Shelby County, Tennessee",35
"Shelby County, Texas",2201
"Shenandoah County, Virginia",673
"Sherburne County, Minnesota",412
"Sheridan County, Kansas",3024
"Sheridan County, Montana",2987
"Sheridan County, North Dakota",3067
"Sheridan County, Nebraska",1132
"Sheridan County, Wyoming",1737
"Sherman County, Kansas",2920
"Sherman County, Nebraska",2802
"Sherman County, Oregon",2821
"Sherman County, Texas",3008
"Shiawassee County, Michigan",1437
"Shoshone County, Idaho",1950
"Sibley County, Minnesota",2727
"Sierra County, California",1148
"Sierra County, New Mexico",2121
"Silver Bow County, Montana",1681
"Simpson County, Kentucky",1898
"Simpson County, Mississippi",2044
"Sioux County, Iowa",757
"Sioux County, Nebraska",2825
"Siskiyou County, California",641
"Sitka County, Alaska",2541
"Skagit County, Washington",331
"Skagway County, Alaska",2826
"Skamania County, Washington",1056
"Smith County, Kansas",2973
"Smith County, Mississippi",2669
"Smith County, Tennessee",931
"Smith County, Texas",1250
"Smyth County, Virginia",779
"Snohomish County, Washington",62
"Snyder County, Pennsylvania",697
"Socorro County, New Mexico",2079
"Solano County, California",117
"Somerset County, Maryland",828
"Somerset County, Maine",575
"Somerset County, New Jersey",140
"Somerset County, Pennsylvania",443
"Somervell County, Texas",2392
"Sonoma County, California",99
"Southampton County, Virginia",937
"Spalding County, Georgia",1465
"Spartanburg County, South Carolina",160
"Spencer County, Indiana",2067
"Spencer County, Kentucky",2085
"Spokane County, Washington",100
"Spotsylvania County, Virginia",322
"Stafford County, Kansas",2957
"Stafford County, Virginia",310
"Stanislaus County, California",90
"Stanly County, North Carolina",525
"Stanton County, Kansas",3039
"Stanton County, Nebraska",1125
"Stark County, Illinois",2553
"Stark County, North Dakota",1989
"Stark County, Ohio",127
"Starke County, Indiana",1823
"Starr County, Texas",2662
"Staunton City County, Virginia",863
"Stearns County, Minnesota",278
"Steele County, Minnesota",733
"Stephens County, Georgia",1775
"Stephens County, Oklahoma",639
"Stephens County, Texas",2362
"Stephenson County, Illinois",1545
"Steuben County, Indiana",1682
"Steuben County, New York",375
"Stevens County, Kansas",2926
"Stevens County, Minnesota",2649
"Stevens County, Washington",654
"Stewart County, Georgia",2779
"Stewart County, Tennessee",1946
"Stillwater County, Montana",2138
"Stoddard County, Missouri",2184
"Stokes County, North Carolina",615
"Stone County, Arkansas",1038
"Stone County, Missouri",1713
"Stone County, Mississippi",2264
"Stonewall County, Texas",3063
"Storey County, Nevada",1142
"Story County, Iowa",405
"Strafford County, New Hampshire",1327
"Stutsman County, North Dakota",2493
"Sublette County, Wyoming",2001
"Suffolk City County, Virginia",421
"Suffolk County, Massachusetts",59
"Suffolk County, New York",18
"Sullivan County, Indiana",2230
"Sullivan County, New Hampshire",1580
"Sullivan County, New York",444
"Sullivan County, Pennsylvania",1120
"Sullivan County, Tennessee",1286
"Sully County, South Dakota",3065
"Summers County, West Virginia",2302
"Summit County, Colorado",1758
"Summit County, Ohio",81
"Summit County, Utah",1649
"Sumner County, Kansas",1813
"Sumner County, Tennessee",257
"Sumter County, Alabama",2855
"Sumter County, Florida",1377
"Sumter County, Georgia",1701
"Sumter County, South Carolina",350
"Sunflower County, Mississippi",2839
"Surry County, North Carolina",462
"Surry County, Virginia",2548
"Susquehanna County, Pennsylvania",659
"Sussex County, Delaware",215
"Sussex County, New Jersey",281
"Sussex County, Virginia",2119
"Sutter County, California",390
"Sutton County, Texas",2967
"Suwannee County, Florida",1601
"Swain County, North Carolina",1016
"Sweet Grass County, Montana",2449
"Sweetwater County, Wyoming",1579
"Swift County, Minnesota",2360
"Swisher County, Texas",2891
"Switzerland County, Indiana",2349
"Talbot County, Georgia",2688
"Talbot County, Maryland",714
"Taliaferro County, Georgia",2822
"Talladega County, Alabama",1399
"Tallahatchie County, Mississippi",2846
"Tallapoosa County, Alabama",1600
"Tama County, Iowa",952
"Taney County, Missouri",1523
"Tangipahoa County, Louisiana",1329
"Taos County, New Mexico",1699
"Tarrant County, Texas",12
"Tate County, Mississippi",2035
"Tattnall County, Georgia",1793
"Taylor County, Florida",1992
"Taylor County, Georgia",2754
"Taylor County, Iowa",1121
"Taylor County, Kentucky",855
"Taylor County, Texas",1321
"Taylor County, Wisconsin",914
"Taylor County, West Virginia",2570
"Tazewell County, Illinois",1314
"Tazewell County, Virginia",637
"Tehama County, California",504
"Telfair County, Georgia",2274
"Teller County, Colorado",870
"Tensas County, Louisiana",2712
"Terrebonne County, Louisiana",1341
"Terrell County, Georgia",2595
"Terrell County, Texas",3076
"Terry County, Texas",2860
"Teton County, Idaho",1966
"Teton County, Montana",2434
"Teton County, Wyoming",1851
"Texas County, Missouri",1781
"Texas County, Oklahoma",916
"Thayer County, Nebraska",2624
"Thomas County, Georgia",1572
"Thomas County, Kansas",2889
"Thomas County, Nebraska",2834
"Throckmorton County, Texas",3060
"Thurston County, Nebraska",2770
"Thurston County, Washington",175
"Tift County, Georgia",1613
"Tillamook County, Oregon",843
"Tillman County, Oklahoma",1098
"Tioga County, New York",585
"Tioga County, Pennsylvania",674
"Tippah County, Mississippi",2224
"Tippecanoe County, Indiana",1273
"Tipton County, Indiana",2094
"Tipton County, Tennessee",520
"Tishomingo County, Mississippi",2245
"Titus County, Texas",1709
"Toa Alta County, Puerto Rico",2163
"Toa Baja County, Puerto Rico",2157
"Todd County, Kentucky",2581
"Todd County, Minnesota",1802
"Tolland County, Connecticut",275
"Tom Green County, Texas",1348
"Tompkins County, New York",366
"Tooele County, Utah",1486
"Toole County, Montana",2934
"Toombs County, Georgia",2193
"Torrance County, New Mexico",2091
"Towns County, Georgia",1964
"Traill County, North Dakota",2885
"Transylvania County, North Carolina",767
